Rank,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1577,Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,27,1997,6.1,2,20,9,45,3.3,1.49,0.1,0.22,13,0,0,0,2.5,2.5,0.13,-0.5,-0.5
1578,Johan Mojica,COL,DF,Mallorca,La Liga,32,1992,17.5,1,10,2,20,0.57,0.11,0.1,0.5,23.3,3,0,0,0.7,0.7,0.07,0.3,0.3
1579,David Mokwa,FRA,FW,Hoffenheim,Bundesliga,20,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,Alberto Moleiro,ESP,"FW,MF",Las Palmas,La Liga,21,2003,16.9,4,40,17,42.5,2.37,1.01,0.1,0.24,19.3,0,0,0,3.5,3.5,0.09,0.5,0.5
1581,Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,26,1998,11.2,0,6,1,16.7,0.54,0.09,0,0,20.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5
1582,Florent Mollet,FRA,"MF,FW",Nantes,Ligue 1,33,1991,2.6,0,6,2,33.3,2.32,0.77,0,0,15.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1583,Jon Moncayola,ESP,"MF,FW",Osasuna,La Liga,26,1998,13.7,0,14,4,28.6,1.02,0.29,0,0,16.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9
1584,Gonzalo Montiel,ARG,"DF,MF",Sevilla,La Liga,28,1997,1.3,0,1,0,0,0.8,0,0,0,14.7,0,0,0,0,0,0.03,0,0
1585,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,28,1996,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,Mikey Moore,ENG,"FW,MF",Tottenham,Premier League,17,2007,1.6,0,3,0,0,1.93,0,0,0,19.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
1587,Álvaro Morata,ESP,"FW,MF",Milan,Serie A,32,1992,12.2,5,27,10,37,2.21,0.82,0.19,0.5,11.3,0,0,0,3.9,3.9,0.15,1.1,1.1
1588,Morato,BRA,DF,Nott'ham Forest,Premier League,23,2001,4.9,0,1,0,0,0.2,0,0,0,7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1589,Diego Moreira,POR,"DF,MF",Strasbourg,Ligue 1,20,2004,16.1,1,14,5,35.7,0.87,0.31,0.07,0.2,15.5,1,0,0,1.2,1.2,0.09,-0.2,-0.2
1590,Alberto Moreno,ESP,DF,Como,Serie A,32,1992,14.9,0,10,4,40,0.67,0.27,0,0,23.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3
1591,Álex Moreno,ESP,DF,Nott'ham Forest,Premier League,31,1993,9,0,6,0,0,0.66,0,0,0,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1592,Gerard Moreno,ESP,FW,Villarreal,La Liga,32,1992,6,3,22,9,40.9,3.67,1.5,0,0,18.2,0,3,3,4.2,1.8,0.08,-1.2,-1.8
1593,Matias Moreno,ARG,DF,Fiorentina,Serie A,21,2003,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,Tete Morente,ESP,"FW,MF",Lecce,Serie A,28,1996,12.5,3,19,7,36.8,1.51,0.56,0.16,0.43,19.7,0,0,0,1.8,1.8,0.09,1.2,1.2
1595,Mateu Morey,ESP,DF,Mallorca,La Liga,24,2000,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,Ilaix Moriba,GUI,MF,Celta Vigo,La Liga,22,2003,12,0,15,4,26.7,1.25,0.33,0,0,24.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5
1597,Manu Morlanes,ESP,MF,Mallorca,La Liga,26,1999,11.5,0,9,0,0,0.79,0,0,0,23.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1598,Nikola Moro,CRO,MF,Bologna,Serie A,26,1998,8.9,0,9,2,22.2,1.01,0.22,0,0,25.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4
1599,Raúl Moro,ESP,"FW,MF",Valladolid,La Liga,22,2002,14.5,3,24,7,29.2,1.65,0.48,0.13,0.43,18.2,0,0,0,1.8,1.8,0.08,1.2,1.2
1600,Sam Morsy,EGY,MF,Ipswich Town,Premier League,33,1991,20.1,1,8,1,12.5,0.4,0.05,0.13,1,25.6,0,0,0,0.3,0.3,0.04,0.7,0.7
1601,Gabriel Moscardo,BRA,MF,Reims,Ligue 1,19,2005,0.4,0,1,0,0,2.81,0,0,0,26.8,0,0,0,0,0,0.03,0,0
1602,Cristhian Mosquera,ESP,DF,Valencia,La Liga,20,2004,19.9,0,3,1,33.3,0.15,0.05,0,0,10.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1603,Daniel Mosquera,COL,"FW,MF",Hellas Verona,Serie A,25,1999,7,4,23,6,26.1,3.28,0.86,0.17,0.67,11.9,0,0,0,3.4,3.4,0.15,0.6,0.6
1604,Yerson Mosquera,COL,DF,Wolves,Premier League,23,2001,4.9,0,2,0,0,0.41,0,0,0,12.4,0,0,0,0.3,0.3,0.17,-0.3,-0.3
1605,Dany Mota,POR,"MF,FW",Monza,Serie A,26,1998,11.8,4,23,4,17.4,1.96,0.34,0.17,1,13.7,0,0,0,2.8,2.8,0.12,1.2,1.2
1606,Yael Mouanga,FRA,DF,Montpellier,Ligue 1,19,2005,2.3,0,1,0,0,0.44,0,0,0,5.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1607,Aimen Moueffek,FRA,MF,Saint-Étienne,Ligue 1,23,2001,5.5,0,5,2,40,0.91,0.36,0,0,17.8,0,0,0,0.7,0.7,0.14,-0.7,-0.7
1608,Youssoufa Moukoko,GER,"FW,MF",Nice,Ligue 1,20,2004,2.3,2,5,2,40,2.22,0.89,0.4,1,9,0,0,0,2.2,2.2,0.44,-0.2,-0.2
1609,Steve Mounié,BEN,"FW,MF",Augsburg,Bundesliga,30,1994,2.6,0,13,4,30.8,5.02,1.55,0,0,12,0,0,0,1.2,1.2,0.09,-1.2,-1.2
1610,Mason Mount,ENG,"MF,FW",Manchester Utd,Premier League,26,1999,2.7,0,3,2,66.7,1.09,0.73,0,0,17.3,0,0,0,0.4,0.4,0.13,-0.4,-0.4
1611,Santiago Mouriño,URU,DF,Alavés,La Liga,22,2002,7,0,3,2,66.7,0.43,0.28,0,0,17.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1612,Louis Mouton,FRA,MF,Saint-Étienne,Ligue 1,22,2002,8.3,0,12,3,25,1.44,0.36,0,0,23.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8
1613,Divin Mubama,ENG,FW,Manchester City,Premier League,20,2004,0.3,0,1,0,0,3.21,0,0,0,17.2,0,0,0,0,0,0.04,0,0
1614,Mykhailo Mudryk,UKR,FW,Chelsea,Premier League,24,2001,1.7,0,1,1,100,0.6,0.6,0,0,11.6,0,0,0,0.3,0.3,0.25,-0.3,-0.3
1615,Ngal'Ayel Mukau,COD,MF,Lille,Ligue 1,20,2004,7.1,0,6,0,0,0.85,0,0,0,24.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1616,Nordi Mukiele,FRA,DF,Leverkusen,Bundesliga,27,1997,4.4,0,2,2,100,0.45,0.45,0,0,24.6,0,0,0,0,0,0.02,0,0
1617,Florian Müller,GER,GK,Freiburg,Bundesliga,27,1997,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,Kevin Müller,GER,GK,Heidenheim,Bundesliga,33,1991,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,Thomas Müller,GER,"MF,FW",Bayern Munich,Bundesliga,35,1989,7.8,1,15,7,46.7,1.92,0.9,0.07,0.14,13,0,0,0,2.6,2.6,0.17,-1.6,-1.6
1620,Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,26,1998,19,2,7,2,28.6,0.37,0.11,0.29,1,12.2,0,0,0,0.4,0.4,0.06,1.6,1.6
1621,Marshall Munetsi,ZIM,MF,Reims,Ligue 1,28,1996,17.8,4,32,10,31.3,1.8,0.56,0.13,0.4,13.2,0,0,0,4,4,0.12,0,0
1622,Rodrigo Muniz,BRA,FW,Fulham,Premier League,23,2001,7.3,3,24,10,41.7,3.3,1.38,0.13,0.3,12.1,0,0,0,3,3,0.13,0,0
1623,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,27,1997,6,0,4,0,0,0.67,0,0,0,34.6,0,0,0,0.1,0.1,0.01,-0.1,-0.1
1624,Álex Muñoz,ESP,DF,Las Palmas,La Liga,30,1994,10.9,3,7,5,71.4,0.64,0.46,0.43,0.6,12.4,0,0,0,0.7,0.7,0.1,2.3,2.3
1625,Daniel Muñoz,COL,DF,Crystal Palace,Premier League,28,1996,21,2,22,8,36.4,1.05,0.38,0.09,0.25,12.5,0,0,0,3.4,3.4,0.15,-1.4,-1.4
1626,Iker Muñoz,ESP,MF,Osasuna,La Liga,22,2002,3.1,0,3,0,0,0.97,0,0,0,37.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1627,Javier Muñoz,ESP,"MF,DF",Las Palmas,La Liga,29,1995,16,0,11,3,27.3,0.69,0.19,0,0,21,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1628,Arijanet Muric,KVX,GK,Ipswich Town,Premier League,26,1998,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,Murillo,BRA,DF,Nott'ham Forest,Premier League,22,2002,21.7,1,18,4,22.2,0.83,0.18,0.06,0.25,24.6,3,0,0,1.1,1.1,0.06,-0.1,-0.1
1630,Vedat Muriqi,KVX,FW,Mallorca,La Liga,30,1994,12.3,3,29,10,34.5,2.35,0.81,0.1,0.3,10.6,0,0,0,4.4,4.4,0.15,-1.4,-1.4
1631,Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,29,1995,13.9,3,27,9,33.3,1.94,0.65,0.11,0.33,18.9,0,0,0,2.4,2.4,0.09,0.6,0.6
1632,Bob Murphy Omoregbe,ITA,MF,Milan,Serie A,21,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,Yunus Musah,USA,"MF,FW",Milan,Serie A,22,2002,9.2,0,11,0,0,1.2,0,0,0,22.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1634,Jamal Musiala,GER,MF,Bayern Munich,Bundesliga,21,2003,12.4,9,47,21,44.7,3.79,1.7,0.19,0.43,15.3,0,0,0,5.8,5.8,0.12,3.2,3.2
1635,Florent Muslija,KVX,"FW,MF",Freiburg,Bundesliga,26,1998,1.9,0,3,2,66.7,1.61,1.07,0,0,20.9,1,0,0,0.3,0.3,0.09,-0.3,-0.3
1636,Juan Musso,ARG,GK,Atalanta,Serie A,30,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,Juan Musso,ARG,GK,Atlético Madrid,La Liga,30,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,Kingstone Mutandwa,ZAM,"MF,FW",Cagliari,Serie A,22,2003,0.5,0,3,0,0,5.74,0,0,0,19.2,0,0,0,0.3,0.3,0.1,-0.3,-0.3
1639,Junior Mwanga,FRA,MF,Strasbourg,Ligue 1,21,2003,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,Phillipp Mwene,AUT,DF,Mainz 05,Bundesliga,31,1994,19.6,0,16,3,18.8,0.82,0.15,0,0,17.4,0,0,0,1.1,1.1,0.07,-1.1,-1.1
1641,Vitaliy Mykolenko,UKR,DF,Everton,Premier League,25,1999,19.3,0,11,0,0,0.57,0,0,0,20.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1642,Joakim Mæhle,DEN,DF,Wolfsburg,Bundesliga,27,1997,11.3,3,9,5,55.6,0.8,0.44,0.33,0.6,15.9,0,0,0,1.4,1.4,0.16,1.6,1.6
1643,Obite N'Dicka,CIV,DF,Roma,Serie A,25,1999,22,0,10,3,30,0.45,0.14,0,0,10.9,0,0,0,0.7,0.7,0.07,-0.7,-0.7
1644,Loïc N'Gatta,FRA,DF,Auxerre,Ligue 1,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,Nathan N'Goumou,FRA,FW,Gladbach,Bundesliga,24,2000,3.3,0,13,6,46.2,3.97,1.83,0,0,17.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8
1646,Djylian N'Guessan,FRA,FW,Saint-Étienne,Ligue 1,16,2008,0.7,0,2,0,0,2.81,0,0,0,11.2,0,0,0,0.3,0.3,0.17,-0.3,-0.3
1647,Stanley N'Soki,FRA,DF,Hoffenheim,Bundesliga,25,1999,8,0,1,1,100,0.12,0.12,0,0,10.4,0,0,0,0,0,0.05,0,0
1648,Mickael Nade,FRA,DF,Saint-Étienne,Ligue 1,25,1999,10.6,1,3,1,33.3,0.28,0.09,0.33,1,9.5,0,0,0,0.7,0.7,0.22,0.3,0.3
1649,Bilal Nadir,FRA,"MF,DF",Marseille,Ligue 1,21,2003,1.6,1,2,1,50,1.25,0.62,0.5,1,16.8,0,0,0,0.1,0.1,0.06,0.9,0.9
1650,Mahamadou Nagida,CMR,DF,Rennes,Ligue 1,19,2005,4.7,1,5,2,40,1.06,0.43,0.2,0.5,19.4,1,0,0,0.6,0.6,0.12,0.4,0.4
1651,Keito Nakamura,JPN,FW,Reims,Ligue 1,24,2000,16.6,8,46,18,39.1,2.77,1.09,0.17,0.44,16.9,0,0,0,5.6,5.6,0.12,2.4,2.4
1652,Sebastian Nanasi,SWE,"FW,MF",Strasbourg,Ligue 1,22,2002,15.1,4,14,7,50,0.93,0.46,0.29,0.57,12.1,0,0,0,3.8,3.8,0.27,0.2,0.2
1653,Yael Nandjou,FRA,DF,Nice,Ligue 1,19,2005,1.7,0,1,0,0,0.58,0,0,0,7.5,0,0,0,0.2,0.2,0.22,-0.2,-0.2
1654,Matija Nastasić,SRB,DF,Leganés,La Liga,31,1993,15.4,1,2,1,50,0.13,0.06,0.5,1,11.7,0,0,0,0.1,0.1,0.03,0.9,0.9
1655,Natan,BRA,DF,Betis,La Liga,23,2001,11.6,0,7,2,28.6,0.6,0.17,0,0,12.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2
1656,Pau Navarro,ESP,DF,Villarreal,La Liga,19,2005,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,Roberto Navarro,ESP,"MF,FW",Mallorca,La Liga,22,2002,11.2,1,12,5,41.7,1.07,0.45,0.08,0.2,14.6,0,0,0,1.2,1.2,0.1,-0.2,-0.2
1658,Jesús Navas,ESP,"FW,MF",Sevilla,La Liga,39,1985,4.7,1,3,2,66.7,0.64,0.42,0.33,0.5,14.9,0,0,0,0.5,0.5,0.18,0.5,0.5
1659,Michel Ndary Adopo,FRA,MF,Cagliari,Serie A,24,2000,13.1,0,12,2,16.7,0.92,0.15,0,0,18.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
1660,Youssouf Ndayishimiye,BDI,DF,Nice,Ligue 1,26,1998,10.5,1,5,1,20,0.48,0.1,0.2,1,13.3,0,0,0,0.3,0.3,0.06,0.7,0.7
1661,Iliman Ndiaye,SEN,FW,Everton,Premier League,24,2000,19.6,5,22,9,40.9,1.12,0.46,0.18,0.44,16.7,0,1,1,3.1,2.3,0.11,1.9,1.7
1662,Junior Ndiaye,FRA,"FW,MF",Montpellier,Ligue 1,19,2005,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,Rassoul Ndiaye,SEN,MF,Le Havre,Ligue 1,23,2001,9.9,1,13,4,30.8,1.32,0.41,0.08,0.25,17.7,0,0,0,1.5,1.5,0.12,-0.5,-0.5
1664,Wilfred Ndidi,NGA,MF,Leicester City,Premier League,28,1996,13.5,0,12,6,50,0.89,0.44,0,0,13.6,0,0,0,1.4,1.4,0.12,-1.4,-1.4
1665,Tanguy Ndombele,FRA,MF,Nice,Ligue 1,28,1996,12.2,1,11,2,18.2,0.9,0.16,0.09,0.5,13.8,0,0,0,2.4,2.4,0.21,-1.4,-1.4
1666,Dan Ndoye,SUI,FW,Bologna,Serie A,24,2000,12.3,3,27,8,29.6,2.19,0.65,0.07,0.25,17,0,1,1,3.5,2.8,0.1,-0.5,-0.8
1667,Paul Nebel,GER,MF,Mainz 05,Bundesliga,22,2002,13.1,5,21,8,38.1,1.6,0.61,0.24,0.63,18.2,0,0,0,2.6,2.6,0.12,2.4,2.4
1668,Kosta Nedeljković,SRB,DF,Aston Villa,Premier League,19,2005,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,Loïc Nego,HUN,"DF,FW",Le Havre,Ligue 1,34,1991,12.3,0,8,2,25,0.65,0.16,0,0,16.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6
1670,Reiss Nelson,ENG,FW,Arsenal,Premier League,25,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,Reiss Nelson,ENG,FW,Fulham,Premier League,25,1999,5.4,1,12,6,50,2.22,1.11,0.08,0.17,15.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1
1672,David Nemeth,AUT,DF,St. Pauli,Bundesliga,23,2001,8.9,0,1,0,0,0.11,0,0,0,34.1,0,0,0,0,0,0.02,0,0
1673,David Neres,BRA,FW,Napoli,Serie A,27,1997,9.1,2,23,4,17.4,2.52,0.44,0.09,0.5,17.9,0,0,0,1.9,1.9,0.08,0.1,0.1
1674,Neto,BRA,GK,Bournemouth,Premier League,35,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,Pedro Neto,POR,FW,Chelsea,Premier League,24,2000,12.1,1,23,6,26.1,1.9,0.49,0.04,0.17,18.4,0,0,0,0.9,0.9,0.04,0.1,0.1
1676,Luca Netz,GER,DF,Gladbach,Bundesliga,21,2003,7.5,0,3,0,0,0.4,0,0,0,15.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
1677,Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,38,1986,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,Florian Neuhaus,GER,"MF,FW",Gladbach,Bundesliga,27,1997,1,0,2,0,0,1.91,0,0,0,10.5,0,0,0,0.3,0.3,0.13,-0.3,-0.3
1679,João Neves,POR,MF,Paris S-G,Ligue 1,20,2004,12.4,2,18,5,27.8,1.45,0.4,0.11,0.4,13.7,0,0,0,1.9,1.9,0.11,0.1,0.1
1680,Yvan Neyou,CMR,MF,Leganés,La Liga,28,1997,16.3,1,12,2,16.7,0.73,0.12,0.08,0.5,25.5,0,0,0,0.5,0.5,0.04,0.5,0.5
1681,Cyril Ngonge,BEL,"FW,DF",Napoli,Serie A,24,2000,1.4,0,11,5,45.5,7.62,3.46,0,0,21.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6
1682,Mikayil Ngor Faye,SEN,DF,Rennes,Ligue 1,20,2004,6.4,0,4,2,50,0.63,0.31,0,0,14.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1683,Steve Ngoura,FRA,FW,Le Havre,Ligue 1,19,2005,3.2,0,10,2,20,3.11,0.62,0,0,11.9,0,0,0,1.3,1.3,0.13,-1.3,-1.3
1684,Bernard Nguene,CMR,FW,Nice,Ligue 1,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,Moussa Niakhate,SEN,DF,Lyon,Ligue 1,28,1996,15.3,0,2,1,50,0.13,0.07,0,0,7.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1686,Abdoulaye Niakhate Ndiaye,SEN,DF,Brest,Ligue 1,22,2002,7.8,0,4,1,25,0.51,0.13,0,0,9.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4
1687,Ibrahima Niane,SEN,FW,Angers,Ligue 1,25,1999,7.7,3,22,10,45.5,2.85,1.29,0.09,0.2,14.7,0,1,1,4.7,3.9,0.18,-1.7,-1.9
1688,Tanguy Nianzou,FRA,DF,Sevilla,La Liga,22,2002,5.8,0,2,0,0,0.35,0,0,0,8.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2
1689,Rasmus Nicolaisen,DEN,DF,Toulouse,Ligue 1,27,1997,6.9,0,5,0,0,0.72,0,0,0,8.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
1690,Moritz Nicolas,GER,GK,Gladbach,Bundesliga,27,1997,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,Hans Nicolussi Caviglia,ITA,MF,Venezia,Serie A,24,2000,16.9,3,27,11,40.7,1.6,0.65,0.11,0.27,26.1,9,0,0,1.2,1.2,0.04,1.8,1.8
1692,Saúl Ñíguez,ESP,MF,Sevilla,La Liga,30,1994,8.1,1,25,7,28,3.08,0.86,0.04,0.14,17.3,1,0,0,1.8,1.8,0.07,-0.8,-0.8
1693,Eybi Nije,SWE,"FW,MF",Torino,Serie A,19,2005,4.1,1,8,4,50,1.97,0.98,0.13,0.25,18.3,0,0,0,1.4,1.4,0.17,-0.4,-0.4
1694,Adrian Niño,ESP,FW,Atlético Madrid,La Liga,20,2004,0.1,0,2,0,0,15,0,0,0,13.9,0,0,0,0.2,0.2,0.1,-0.2,-0.2
1695,Justin Njinmah,GER,"FW,MF",Werder Bremen,Bundesliga,24,2000,6.8,2,15,2,13.3,2.21,0.29,0.13,1,15.2,0,0,0,1.5,1.5,0.1,0.5,0.5
1696,Eddie Nketiah,ENG,"MF,FW",Crystal Palace,Premier League,25,1999,7,0,24,7,29.2,3.44,1,0,0,16.5,0,0,0,1.7,1.7,0.07,-1.7,-1.7
1697,Niels Nkounkou,FRA,"DF,MF",Eint Frankfurt,Bundesliga,24,2000,3.4,0,2,0,0,0.59,0,0,0,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1698,Christopher Nkunku,FRA,FW,Chelsea,Premier League,27,1997,4.8,2,15,6,40,3.12,1.25,0.13,0.33,11.8,0,0,0,4,4,0.26,-2,-2
1699,Felix Nmecha,GER,MF,Dortmund,Bundesliga,24,2000,12.6,2,8,2,25,0.64,0.16,0.25,1,25.6,0,0,0,0.3,0.3,0.03,1.7,1.7
1700,Lukas Nmecha,GER,FW,Wolfsburg,Bundesliga,26,1998,2.4,2,8,4,50,3.35,1.67,0.25,0.5,11.4,0,0,0,2.6,2.6,0.33,-0.6,-0.6
1701,Arnaud Nordin,FRA,FW,Montpellier,Ligue 1,26,1998,13,4,26,11,42.3,2.01,0.85,0.12,0.27,18.2,0,1,2,4.1,2.5,0.1,-0.1,0.5
1702,Arnaud Nordin,FRA,DF,Mainz 05,Bundesliga,26,1998,0.1,0,1,0,0,9,0,0,0,25.1,0,0,0,0,0,0.02,0,0
1703,Brooke Norton-Cuffy,ENG,"DF,MF",Genoa,Serie A,21,2004,1.7,0,2,1,50,1.19,0.6,0,0,21.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1704,Tijjani Noslin,NED,"FW,MF",Lazio,Serie A,25,1999,6.1,2,11,2,18.2,1.8,0.33,0.18,1,13.3,0,0,0,1.2,1.2,0.11,0.8,0.8
1705,Hugo Novoa,ESP,"DF,FW",Alavés,La Liga,22,2003,2.5,0,1,0,0,0.41,0,0,0,9.7,0,0,0,0.5,0.5,0.49,-0.5,-0.5
1706,Plamedi Nsingi,FRA,MF,Nantes,Ligue 1,24,2000,0.2,0,1,1,100,5.63,5.63,0,0,10.9,0,0,0,0.2,0.2,0.23,-0.2,-0.2
1707,Randy Nteka,ANG,FW,Rayo Vallecano,La Liga,27,1997,8,3,12,5,41.7,1.51,0.63,0.25,0.6,13.6,0,0,0,2,2,0.17,1,1
1708,Ernest Nuamah,GHA,"FW,MF",Lyon,Ligue 1,21,2003,6.2,1,17,5,29.4,2.75,0.81,0.06,0.2,16,0,0,0,1.6,1.6,0.09,-0.6,-0.6
1709,Alexander Nübel,GER,GK,Stuttgart,Bundesliga,28,1996,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,Matheus Nunes,POR,"DF,MF",Manchester City,Premier League,26,1998,8.9,0,5,1,20,0.56,0.11,0,0,18.4,0,0,0,0.5,0.5,0.11,-0.5,-0.5
1711,Darwin Núñez,URU,FW,Liverpool,Premier League,25,1999,8.9,4,25,10,40,2.8,1.12,0.16,0.4,14.5,0,0,0,3.4,3.4,0.14,0.6,0.6
1712,Unai Núñez,ESP,DF,Athletic Club,La Liga,28,1997,3,0,1,0,0,0.33,0,0,0,3.3,0,0,0,0.2,0.2,0.23,-0.2,-0.2
1713,Antonio Nusa,NOR,"MF,DF",RB Leipzig,Bundesliga,19,2005,14.7,3,21,6,28.6,1.43,0.41,0.14,0.5,19.1,0,0,0,1.4,1.4,0.07,1.6,1.6
1714,Ethan Nwaneri,ENG,"MF,FW",Arsenal,Premier League,17,2007,3.2,2,8,3,37.5,2.54,0.95,0.25,0.67,19.4,1,0,0,0.5,0.5,0.07,1.5,1.5
1715,Ørjan Nyland,NOR,GK,Sevilla,La Liga,34,1990,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,Allan Nyom,CMR,"DF,MF",Getafe,La Liga,36,1988,6.3,1,8,4,50,1.28,0.64,0.13,0.25,16.2,0,0,0,0.5,0.5,0.06,0.5,0.5
1717,Rabby Nzingoula,CGO,MF,Montpellier,Ligue 1,19,2005,11.1,1,11,4,36.4,0.99,0.36,0.09,0.25,20.2,0,0,0,0.7,0.7,0.07,0.3,0.3
1718,M'Bala Nzola,ANG,FW,Lens,Ligue 1,28,1996,12.5,6,37,16,43.2,2.96,1.28,0.16,0.38,12.4,0,0,0,7.4,7.4,0.2,-1.4,-1.4
1719,Marwann Nzuzi,FRA,DF,Saint-Étienne,Ligue 1,20,2004,1.4,0,2,1,50,1.44,0.72,0,0,24.9,0,0,0,0,0,0.02,0,0
1720,Christian Nørgaard,DEN,MF,Brentford,Premier League,30,1994,17.9,2,20,6,30,1.12,0.33,0.1,0.33,15.3,0,0,0,2.3,2.3,0.12,-0.3,-0.3
1721,Jake O'Brien,IRL,DF,Everton,Premier League,23,2001,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,Matt O'Riley,DEN,MF,Brighton,Premier League,24,2000,4.7,1,13,3,23.1,2.77,0.64,0.08,0.33,16.7,0,0,0,1.1,1.1,0.09,-0.1,-0.1
1723,Dara O'Shea,IRL,DF,Ipswich Town,Premier League,25,1999,19.7,0,13,2,15.4,0.66,0.1,0,0,11,0,0,0,0.8,0.8,0.06,-0.8,-0.8
1724,Adam Obert,SVK,DF,Cagliari,Serie A,22,2002,8.4,1,9,2,22.2,1.07,0.24,0.11,0.5,12,0,0,0,0.9,0.9,0.11,0.1,0.1
1725,Jan Oblak,SVN,GK,Atlético Madrid,La Liga,32,1993,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,Lucas Ocampos,ARG,FW,Sevilla,La Liga,30,1994,1.9,0,4,2,50,2.06,1.03,0,0,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1727,Jens Odgaard,DEN,"MF,FW",Bologna,Serie A,25,1999,14.1,4,36,18,50,2.55,1.28,0.11,0.22,19.7,1,0,0,2.3,2.3,0.07,1.7,1.7
1728,Wilson Odobert,FRA,FW,Tottenham,Premier League,20,2004,1.8,0,6,0,0,3.33,0,0,0,16.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
1729,Álvaro Odriozola,ESP,DF,Real Sociedad,La Liga,29,1995,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
